SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5470,1662465634.547223,-0.005834985948363611,-0.01173575197565218,-0.01022840279866733,-0.0029754638671875,-0.009674072265625,-1.00787353515625,99.15861511230469,-61.32359313964844,-69.33526611328125,2022-09-06 20:00:34.6710,1662465634.671486,-0.036807987838983536,-0.09297223389148712,0.1683022379875183,-0.27490273118019104,-0.15357999503612518,-0.9189757704734802,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5470,1662465634.547223,-0.005834985948363611,-0.01173575197565218,-0.01022840279866733,-0.0029754638671875,-0.009674072265625,-1.00787353515625,99.15861511230469,-61.32359313964844,-69.33526611328125,2022-09-06 20:00:34.7010,1662465634.70122,0.1704796850681305,-0.10968250781297684,0.2750973701477051,-0.22961464524269104,-0.12876920402050018,-0.9420470595359802,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5610,1662465634.561071,-0.00556707194270164,-0.014038853686352704,-0.008855010624513467,-0.0030670166015625,-0.0092010498046875,-1.00592041015625,99.27198791503906,-61.64195251464844,-69.56086730957031,2022-09-06 20:00:34.7310,1662465634.731497,-0.048832427710294724,-0.12596160173416138,0.34515461325645447,-0.24606364965438843,-0.24810819327831268,-0.9380797743797302,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5610,1662465634.561071,-0.00556707194270164,-0.014038853686352704,-0.008855010624513467,-0.0030670166015625,-0.0092010498046875,-1.00592041015625,99.27198791503906,-61.64195251464844,-69.56086730957031,2022-09-06 20:00:34.7610,1662465634.761201,-0.0629863291978836,-0.10369572043418884,0.3011956810951233,-0.2436375617980957,-0.19606050848960876,-0.9102172255516052,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5770,1662465634.577476,-0.0055321845324216015,-0.01705648151752149,-0.012039352339921212,-0.002899169921875,-0.0096435546875,-1.0062103271484375,99.06591796875,-61.22822570800781,-69.70326232910156,2022-09-06 20:00:34.7910,1662465634.790987,0.012373671866953373,-0.020595235750079155,0.32870879769325256,-0.283173143863678,-0.15037570893764496,-0.9261626601219177,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5770,1662465634.577476,-0.0055321845324216015,-0.01705648151752149,-0.012039352339921212,-0.002899169921875,-0.0096435546875,-1.0062103271484375,99.06591796875,-61.22822570800781,-69.70326232910156,2022-09-06 20:00:34.8210,1662465634.8208761,-0.02246393822133541,0.0662965178489685,0.3759452700614929,-0.2767797112464905,-0.12986789643764496,-0.922927737236023,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5950,1662465634.5948129,-0.0038258972220078335,-0.011815114176136541,-0.010186324853444078,-0.0025634765625,-0.0104522705078125,-1.005889892578125,99.06591796875,-61.22822570800781,-69.70326232910156,2022-09-06 20:00:34.8510,1662465634.85078,0.1269702911376953,0.06814634799957275,0.34886035323143005,-0.25218257308006287,-0.11073337495326996,-0.9559630155563354,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.5950,1662465634.5948129,-0.0038258972220078335,-0.011815114176136541,-0.010186324853444078,-0.0025634765625,-0.0104522705078125,-1.005889892578125,99.06591796875,-61.22822570800781,-69.70326232910156,2022-09-06 20:00:34.8810,1662465634.880625,0.07113339006900787,0.10522154718637466,0.2952177822589874,-0.30615296959877014,-0.23637430369853973,-0.9215391874313354,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6120,1662465634.612235,-0.0034280209551499955,-0.011230550316864147,-0.01125984508885502,-0.0042572021484375,-0.0106048583984375,-1.00518798828125,99.2850341796875,-61.47770690917969,-68.74642944335938,2022-09-06 20:00:34.9110,1662465634.910503,0.058570995926856995,0.2938055694103241,0.1499701887369156,-0.31018128991127014,-0.12022437155246735,-0.9832457304000854,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6120,1662465634.612235,-0.0034280209551499955,-0.011230550316864147,-0.01125984508885502,-0.0042572021484375,-0.0106048583984375,-1.00518798828125,99.2850341796875,-61.47770690917969,-68.74642944335938,2022-09-06 20:00:34.9400,1662465634.940425,0.3256506323814392,0.335689902305603,0.09842593967914581,-0.27751225233078003,-0.07525676488876343,-1.044570803642273,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6280,1662465634.627995,-0.0020088224102467692,-0.0059305934314974555,-0.01024518071353483,-0.00164794921875,-0.00848388671875,-1.0052642822265625,99.32501220703125,-61.36723327636719,-69.12983703613281,2022-09-06 20:00:34.9700,1662465634.970299,0.15635640919208527,0.32148486375808716,-0.1743931770324707,-0.29298464953899384,-0.175232395529747,-1.046218752861023,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6280,1662465634.627995,-0.0020088224102467692,-0.0059305934314974555,-0.01024518071353483,-0.00164794921875,-0.00848388671875,-1.0052642822265625,99.32501220703125,-61.36723327636719,-69.12983703613281,2022-09-06 20:00:35.0000,1662465635.0003982,0.500594973564148,0.28635963797569275,-0.40540409088134766,-0.30177372694015503,-0.06504875421524048,-1.0228270292282104,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6440,1662465634.644372,0.0016527577725031753,-0.004893292186911593,-0.007636348109693208,-0.0050506591796875,-0.0104522705078125,-1.005279541015625,99.16488647460938,-60.90473937988281,-69.65812683105469,2022-09-06 20:00:35.0300,1662465635.03024,0.5647393465042114,0.2665262818336487,-0.5329263210296631,-0.3692937344312668,-0.2154850959777832,-1.0299071073532104,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6440,1662465634.644372,0.0016527577725031753,-0.004893292186911593,-0.007636348109693208,-0.0050506591796875,-0.0104522705078125,-1.005279541015625,99.16488647460938,-60.90473937988281,-69.65812683105469,2022-09-06 20:00:35.0600,1662465635.06,0.6070394515991211,0.28446081280708313,-0.6016546487808228,-0.3701024055480957,-0.1559453308582306,-0.9800261855125427,
0,2022-09-06 20:00:34.3440,00:18,60,0,2022-09-06 20:00:34.6610,1662465634.660814,0.001580053474744012,-0.009162339414308612,-0.004862399518266673,-0.00421142578125,-0.0102691650390625,-1.00531005859375,99.340087890625,-61.19911193847656,-69.64610290527344,2022-09-06 20:00:35.0900,1662465635.089927,0.42199236154556274,0.2537851631641388,-0.6448408961296082,-0.3547062277793884,-0.1891789734363556,-1.0048674941062927,
