SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
1,39:45.9,00:05,60,0,39:46.2,1661938786,-0.614273285,-3.196722219,1.225757709,-0.592788696,0.055175781,-0.672042847,30.97917175,-54.51792908,-62.15913391,,,,,,,,
1,39:45.9,00:05,60,0,39:46.2,1661938786,-0.459147081,-3.479524094,1.41400618,-0.624938965,0.046340942,-0.719818115,30.31246948,-53.72633362,-60.64091492,,,,,,,,
1,39:45.9,00:05,60,0,39:46.2,1661938786,-0.383675759,-3.462389049,1.618319371,-0.702667236,0.071746826,-0.756195068,29.59251404,-52.91603088,-57.89457703,,,,,,,,
1,39:45.9,00:05,60,0,39:46.2,1661938786,-0.356233482,-3.429787963,1.734061151,-0.766265869,0.088150024,-0.768280029,29.21955872,-51.98997498,-56.0480957,,,,,,,,
1,39:45.9,00:05,60,0,39:46.2,1661938786,-0.44499531,-3.413129091,1.784697164,-0.808761597,0.070236206,-0.818649292,29.21955872,-51.98997498,-56.0480957,,,,,,,,
1,39:45.9,00:05,60,0,39:46.3,1661938786,-0.745574584,-3.31580307,1.900970245,-0.858123779,0.026229858,-0.86265564,29.14677429,-50.77810669,-54.10823059,,,,,,,,
1,39:45.9,00:05,60,0,39:46.3,1661938786,-1.005339583,-3.181726758,2.039479922,-0.917160034,-0.00793457,-0.857894897,29.20755005,-49.29342651,-52.2157135,,,,,,,,
1,39:45.9,00:05,60,0,39:46.3,1661938786,-0.939890535,-3.056269766,2.11465297,-0.9712677,0.011383057,-0.860778809,29.57125854,-47.8391571,-50.20428467,,,,,,,,
1,39:45.9,00:05,60,0,39:46.3,1661938786,-0.586482401,-2.951676511,2.090463211,-1.007522583,0.059570313,-0.847229004,30.07415771,-46.03094482,-48.19221497,,,,,,,,
1,39:45.9,00:05,60,0,39:46.3,1661938786,-0.292870755,-2.919149194,2.000887255,-1.045791626,0.087890625,-0.832351685,30.75318909,-45.20201111,-47.14955139,,,,,,,,
1,39:45.9,00:05,60,0,39:46.3,1661938786,-0.227468046,-2.841385157,1.989097441,-1.076431274,0.039306641,-0.846786499,30.75318909,-45.20201111,-47.14955139,,,,,,,,
1,39:45.9,00:05,60,0,39:46.4,1661938786,-0.259690963,-2.695919569,2.005443924,-1.109710693,0.01461792,-0.802658081,31.43203735,-44.38035583,-45.31932068,,,,,,,,
1,39:45.9,00:05,60,0,39:46.4,1661938786,-0.264756296,-2.526112956,2.012262948,-1.144760132,0.042816162,-0.752471924,32.33082581,-43.44763184,-44.60125732,,,,,,,,
1,39:45.9,00:05,60,0,39:46.4,1661938786,-0.235601606,-2.32610077,2.021845268,-1.177993774,0.065948486,-0.714004517,33.2297821,-42.23861694,-43.77770996,,,,,,,,
1,39:45.9,00:05,60,0,39:46.4,1661938786,-0.208356136,-2.081446014,2.048844129,-1.20501709,0.090301514,-0.664016724,34.35293579,-41.09785461,-42.61088562,,,,,,,,
1,39:45.9,00:05,60,0,39:46.4,1661938786,-0.23756116,-1.82010975,2.087713764,-1.21534729,0.108291626,-0.612670898,35.45848083,-40.27400208,-41.27684021,,,,,,,,
1,39:45.9,00:05,60,0,39:46.4,1661938786,-0.328986148,-1.551243664,2.155718381,-1.222229004,0.114852905,-0.563674927,35.45848083,-40.27400208,-41.27684021,,,,,,,,
1,39:45.9,00:05,60,0,39:46.5,1661938786,-0.474669848,-1.349826128,2.206427632,-1.20930481,0.119598389,-0.516677856,37.08518982,-39.41848755,-40.59066772,,,,,,,,
1,39:45.9,00:05,60,0,39:46.5,1661938786,-0.619076563,-1.224801367,2.19474967,-1.191268921,0.124008179,-0.496246338,38.4962616,-38.34031677,-40.00256348,,,,,,,,
1,39:45.9,00:05,60,0,39:46.5,1661938786,-0.729717857,-1.131178206,2.110650771,-1.183166504,0.129898071,-0.472595215,40.14421082,-37.66035461,-39.18856812,,,,,,,,
1,39:45.9,00:05,60,0,39:46.5,1661938787,-0.783927832,-1.060125867,1.999189224,-1.188140869,0.144836426,-0.455429077,41.71643066,-36.76109314,-38.05645752,,,,,,,,
1,39:45.9,00:05,60,0,39:46.5,1661938787,-0.771543334,-0.983708856,1.858900822,-1.194091797,0.158935547,-0.443328857,43.14610291,-36.10017395,-37.10391235,,,,,,,,
1,39:45.9,00:05,60,0,39:46.5,1661938787,-0.699867816,-0.879041832,1.691823949,-1.200973511,0.17376709,-0.422012329,43.14610291,-36.10017395,-37.10391235,,,,,,,,
1,39:45.9,00:05,60,0,39:46.6,1661938787,-0.5914966,-0.730060073,1.51982076,-1.204711914,0.17616272,-0.393722534,44.56082153,-35.84065247,-36.0038147,,,,,,,,
1,39:45.9,00:05,60,0,39:46.6,1661938787,-0.51373496,-0.559859312,1.35951098,-1.193634033,0.169372559,-0.370025635,45.73890686,-35.09747314,-36.01469421,,,,,,,,
1,39:45.9,00:05,60,0,39:46.6,1661938787,-0.524171089,-0.447488028,1.199711993,-1.167053223,0.1668396,-0.339645386,46.6398468,-34.87408447,-35.47613525,,,,,,,,
1,39:45.9,00:05,60,0,39:46.6,1661938787,-0.624519265,-0.364689285,1.016637778,-1.145980835,0.181182861,-0.326858521,47.71572876,-34.99537659,-34.91471863,,,,,,,,
1,39:45.9,00:05,60,0,39:46.6,1661938787,-0.744296533,-0.337570848,0.887499499,-1.10874939,0.208999634,-0.29145813,48.46800232,-34.91210938,-34.28694153,,,,,,,,
1,39:45.9,00:05,60,0,39:46.6,1661938787,-0.803361185,-0.325149865,0.802387001,-1.093978882,0.229217529,-0.271240234,48.46800232,-34.91210938,-34.28694153,,,,,,,,
1,39:45.9,00:05,60,0,39:46.7,1661938787,-0.76056392,-0.224454412,0.681644603,-1.090988159,0.239517212,-0.250045776,48.98126221,-35.13322449,-33.04888916,,,,,,,,
1,39:45.9,00:05,60,0,39:46.7,1661938787,-0.682704275,-0.066608855,0.495070994,-1.067260742,0.252838135,-0.221160889,49.542099,-34.815979,-32.6446991,,,,,,,,
1,39:45.9,00:05,60,0,39:46.7,1661938787,-0.639336827,0.094025299,0.327534459,-1.005966187,0.243087769,-0.199386597,49.58105469,-35.35916138,-31.85166931,,,,,,,,
1,39:45.9,00:05,60,0,39:46.7,1661938787,-0.636277654,0.185521927,0.189076448,-0.866867065,0.177215576,-0.180175781,49.62687683,-35.10784912,-31.74803162,,,,,,,,
1,39:45.9,00:05,60,0,39:46.7,1661938787,-0.552311381,0.123879601,0.122104871,-0.849121094,0.180511475,-0.170654297,49.76747131,-35.18737793,-31.16973877,,,,,,,,
1,39:45.9,00:05,60,0,39:46.7,1661938787,-0.388561328,0.045508896,0.032651154,-0.878982544,0.208908081,-0.158294678,49.76747131,-35.18737793,-31.16973877,,,,,,,,
1,39:45.9,00:05,60,0,39:46.8,1661938787,-0.154166933,-0.004992628,-0.060620471,-0.920532227,0.228424072,-0.141189575,49.72293091,-35.3558197,-30.16293335,,,,,,,,
1,39:45.9,00:05,60,0,39:46.8,1661938787,0.085555382,-0.030831949,-0.170753633,-0.94418335,0.227844238,-0.130645752,49.63716125,-35.38153076,-30.44770813,,,,,,,,
