SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
3,16:09.3,00:26,60,0,16:09.4,1661948169,-0.05777728,-0.147877878,-0.121021763,0.020111084,-0.342468262,-0.959594727,29.52000427,-72.90626526,-76.07026672,,,,,,,,
3,16:09.3,00:26,60,0,16:09.4,1661948169,-0.098621649,-0.18780399,-0.128348918,0.029052734,-0.348770142,-0.961135864,29.37261963,-73.07435608,-76.05581665,,,,,,,,
3,16:09.3,00:26,60,0,16:09.4,1661948169,-0.093377618,-0.172611188,-0.145495415,0.033126831,-0.351455688,-0.93132019,29.37261963,-73.07435608,-76.05581665,,,,,,,,
3,16:09.3,00:26,60,0,16:09.5,1661948169,-0.076645776,-0.191631485,-0.166488581,0.035186768,-0.351531982,-0.914398193,29.2989502,-73.20837402,-75.99674988,,,,,,,,
3,16:09.3,00:26,60,0,16:09.5,1661948169,-0.044775727,-0.212637168,-0.173636239,0.042144775,-0.333862305,-0.926315308,29.06607056,-73.00276184,-75.71936035,,,,,,,,
3,16:09.3,00:26,60,0,16:09.5,1661948169,-0.03247938,-0.318175312,-0.19134919,0.040756226,-0.335205078,-0.922607422,28.88337708,-73.32666016,-75.50613403,,,,,,,,
3,16:09.3,00:26,60,0,16:09.5,1661948170,-0.056301622,-0.389021789,-0.22390953,0.032180786,-0.322814941,-0.907150269,28.48980713,-73.1247406,-75.30281067,,,,,,,,
3,16:09.3,00:26,60,0,16:09.5,1661948170,-0.078498804,-0.404880114,-0.267731313,0.025756836,-0.308288574,-0.892837524,28.08540344,-73.18537903,-75.2263031,,,,,,,,
3,16:09.3,00:26,60,0,16:09.5,1661948170,-0.189217329,-0.466868651,-0.255968663,0.021713257,-0.298614502,-0.873519897,28.08540344,-73.18537903,-75.2263031,,,,,,,,
3,16:09.3,00:26,60,0,16:09.6,1661948170,-0.227423038,-0.234084669,-0.278526969,0.000137329,-0.32611084,-0.885467529,27.89454651,-73.49227905,-74.80677795,,,,,,,,
3,16:09.3,00:26,60,0,16:09.6,1661948170,-0.290165782,-0.106979181,-0.208524714,0.022064209,-0.330780029,-0.798934937,27.59489441,-73.18702698,-74.74006653,,,,,,,,
3,16:09.3,00:26,60,0,16:09.6,1661948170,-0.333491684,0.016257533,-0.179995069,-0.004898071,-0.369766235,-0.870925903,27.4727478,-73.31404114,-74.83076477,,,,,,,,
3,16:09.3,00:26,60,0,16:09.6,1661948170,-0.214390859,0.069152706,-0.103362342,0.019760132,-0.321304321,-0.901809692,27.61616516,-73.06272888,-74.54748535,,,,,,,,
3,16:09.3,00:26,60,0,16:09.6,1661948170,-0.172122764,0.126140891,-0.050131611,-0.020812988,-0.392822266,-0.94152832,27.47831726,-73.14593506,-74.67752075,,,,,,,,
3,16:09.3,00:26,60,0,16:09.6,1661948170,-0.149622782,0.093819437,-0.022547387,0.02166748,-0.359329224,-0.969451904,27.47831726,-73.14593506,-74.67752075,,,,,,,,
3,16:09.3,00:26,60,0,16:09.7,1661948170,-0.144641339,0.074326695,-0.018467424,0.026107788,-0.359176636,-1.007202148,27.66188049,-72.53636169,-74.28672791,,,,,,,,
3,16:09.3,00:26,60,0,16:09.7,1661948170,-0.144875697,0.071047279,-0.031569378,0.026473999,-0.359710693,-1.012207031,27.64128113,-72.55201721,-74.48751831,,,,,,,,
3,16:09.3,00:26,60,0,16:09.7,1661948170,-0.105733621,0.079735842,-0.023630495,0.030441284,-0.355316162,-1.003036499,27.53007507,-72.2444458,-75.20727539,,,,,,,,
3,16:09.3,00:26,60,0,16:09.7,1661948170,-0.075112062,0.072354358,-0.007269365,0.025985718,-0.367706299,-0.992797852,27.64282227,-72.54957581,-75.14472961,,,,,,,,
3,16:09.3,00:26,60,0,16:09.7,1661948170,-0.081094054,0.054668306,-0.007035273,0.025695801,-0.367782593,-0.990753174,27.84555054,-72.47416687,-74.78903198,,,,,,,,
3,16:09.3,00:26,60,0,16:09.7,1661948170,-0.089800727,0.026314961,-0.020845893,0.025619507,-0.358474731,-0.987792969,27.84555054,-72.47416687,-74.78903198,,,,,,,,
3,16:09.3,00:26,60,0,16:09.8,1661948170,-0.097445064,0.000963798,-0.017465277,0.024536133,-0.35295105,-0.986343384,27.63380432,-72.1933136,-74.95454407,,,,,,,,
3,16:09.3,00:26,60,0,16:09.8,1661948170,-0.093629553,-0.017317205,0.006650712,0.025726318,-0.359283447,-0.984207153,27.85102844,-72.38946533,-75.1526947,,,,,,,,
3,16:09.3,00:26,60,0,16:09.8,1661948170,-0.068959893,-0.020121514,0.019149992,0.024810791,-0.361053467,-0.985687256,27.62640381,-72.26655579,-74.93771362,,,,,,,,
3,16:09.3,00:26,60,0,16:09.8,1661948170,-0.048570732,0.009219065,0.00756178,0.017791748,-0.349380493,-0.981842041,27.80734253,-72.5317688,-74.67045593,,,,,,,,
3,16:09.3,00:26,60,0,16:09.8,1661948170,-0.028644162,0.038479216,0.00285624,0.011566162,-0.330322266,-0.969787598,27.81404114,-72.23881531,-74.62818909,,,,,,,,
3,16:09.3,00:26,60,0,16:09.8,1661948170,-0.020560669,0.025599636,0.012809272,0.011398315,-0.326293945,-0.964797974,27.81404114,-72.23881531,-74.62818909,,,,,,,,
3,16:09.3,00:26,60,0,16:09.9,1661948170,-0.02621456,-0.035607795,0.023176692,0.015426636,-0.327072144,-0.981521606,27.88798523,-72.48332214,-74.51080322,,,,,,,,
3,16:09.3,00:26,60,0,16:09.9,1661948170,-0.037817953,-0.067042417,0.027455593,0.015625,-0.327636719,-0.995803833,27.77433777,-72.21395874,-74.76898193,,,,,,,,
3,16:09.3,00:26,60,0,16:09.9,1661948170,-0.033605098,-0.064589113,0.036399021,0.011306763,-0.326171875,-0.986190796,27.81307983,-72.1786499,-74.98280334,,,,,,,,
3,16:09.3,00:26,60,0,16:09.9,1661948170,-0.012363725,-0.039071769,0.038520228,0.005844116,-0.330108643,-0.968551636,27.67616272,-72.02250671,-75.02801514,,,,,,,,
3,16:09.3,00:26,60,0,16:09.9,1661948170,0.010491523,-0.015370701,0.029010613,0.004974365,-0.324417114,-0.958999634,27.77476501,-72.11795044,-74.88116455,,,,,,,,
3,16:09.3,00:26,60,0,16:09.9,1661948170,0.019439478,-0.003230681,0.01925785,0.005355835,-0.316665649,-0.95451355,27.77476501,-72.11795044,-74.88116455,,,,,,,,
3,16:09.3,00:26,60,0,16:10.0,1661948170,0.019005649,-0.002651443,0.012942164,0.007461548,-0.314941406,-0.951446533,27.86904907,-72.09590149,-74.70462036,,,,,,,,
3,16:09.3,00:26,60,0,16:10.0,1661948170,0.004018444,-0.000258593,0.006902914,0.008956909,-0.318054199,-0.949386597,27.75027466,-71.98072815,-74.89332581,,,,,,,,
3,16:09.3,00:26,60,0,16:10.0,1661948170,-0.003114301,0.005978264,0.007453389,0.008773804,-0.318252563,-0.946258545,27.68009949,-72.05451965,-74.94078064,,,,,,,,
3,16:09.3,00:26,60,0,16:10.0,1661948170,-0.004488225,0.010459299,0.013865216,0.009216309,-0.31829834,-0.947723389,27.78543091,-72.29231262,-74.38642883,,,,,,,,
3,16:09.3,00:26,60,0,16:10.0,1661948170,-0.008542888,0.013969079,0.017395768,0.011444092,-0.317184448,-0.947433472,27.72970581,-72.09837341,-74.65635681,,,,,,,,
3,16:09.3,00:26,60,0,16:10.0,1661948170,-0.015828498,0.021006216,0.015545404,0.00982666,-0.313201904,-0.943252563,27.61172485,-72.04927063,-74.66461182,,,,,,,,
3,16:09.3,00:26,60,0,16:10.1,1661948170,-0.019807793,0.027792483,0.025278991,0.009017944,-0.308319092,-0.941879272,27.61172485,-72.04927063,-74.66461182,,,,,,,,
3,16:09.3,00:26,60,0,16:10.1,1661948170,-0.026172216,0.021554561,0.017783258,0.010864258,-0.31048584,-0.940063477,27.71217346,-71.86895752,-74.72871399,,,,,,,,
3,16:09.3,00:26,60,0,16:10.1,1661948170,-0.049969158,0.013228187,0.005363606,0.009979248,-0.311065674,-0.944519043,27.87294006,-72.03388977,-75.20799255,,,,,,,,
3,16:09.3,00:26,60,0,16:10.1,1661948170,-0.061788,0.003131078,0.00686776,0.008300781,-0.307846069,-0.946289063,27.8155365,-71.7828064,-74.96632385,,,,,,,,
3,16:09.3,00:26,60,0,16:10.1,1661948170,-0.057322945,-0.003552124,0.017233582,0.010528564,-0.314575195,-0.955032349,27.78779602,-71.85997009,-75.11195374,,,,,,,,
3,16:09.3,00:26,60,0,16:10.1,1661948170,-0.053234193,-0.008877647,0.013771739,0.015213013,-0.316940308,-0.962081909,27.809021,-71.80076599,-74.88604736,,,,,,,,
3,16:09.3,00:26,60,0,16:10.2,1661948170,-0.031477499,0.001470331,0.00513271,0.012298584,-0.309707642,-0.96446228,27.809021,-71.80076599,-74.88604736,,,,,,,,
3,16:09.3,00:26,60,0,16:10.2,1661948170,-0.018115621,0.02147653,0.002751578,0.010574341,-0.30519104,-0.959365845,27.89538574,-71.78321838,-74.70489502,,,,,,,,
3,16:09.3,00:26,60,0,16:10.2,1661948170,-0.017527595,0.021175593,0.002053031,0.012771606,-0.313171387,-0.956176758,27.77505493,-71.554245,-74.85002136,,,,,,,,
3,16:09.3,00:26,60,0,16:10.2,1661948170,-0.014711036,0.01832388,-0.004971589,0.014358521,-0.309341431,-0.956588745,27.91540527,-71.87753296,-74.81163025,,,,,,,,
3,16:09.3,00:26,60,0,16:10.2,1661948170,-0.019962523,0.010826549,-0.000535295,0.010848999,-0.307022095,-0.952026367,27.92330933,-71.81784058,-74.86094666,,,,,,,,
3,16:09.3,00:26,60,0,16:10.2,1661948170,-0.036352948,0.011630823,0.015759522,0.010925293,-0.311035156,-0.946243286,28.03927612,-71.68772888,-74.97335815,,,,,,,,
3,16:09.3,00:26,60,0,16:10.3,1661948170,-0.048344896,0.012212458,0.017472734,0.011245728,-0.311767578,-0.947601318,28.03927612,-71.68772888,-74.97335815,,,,,,,,
3,16:09.3,00:26,60,0,16:10.3,1661948170,-0.045925414,0.013004482,0.019573435,0.010360718,-0.306945801,-0.950866699,28.08502197,-71.68901062,-74.86631775,,,,,,,,
3,16:09.3,00:26,60,0,16:10.3,1661948170,-0.027067304,0.036596893,0.015048458,0.009246826,-0.304168701,-0.956497192,27.98313904,-71.65924072,-75.10435486,,,,,,,,
3,16:09.3,00:26,60,0,16:10.3,1661948170,-0.000275371,0.064890583,0.017132115,0.010635376,-0.304611206,-0.956619263,28.01237488,-71.5426178,-75.12229919,,,,,,,,
3,16:09.3,00:26,60,0,16:10.3,1661948170,-0.002378469,0.061984542,0.008115184,0.010223389,-0.303314209,-0.950042725,27.96611023,-71.35406494,-74.96885681,,,,,,,,
3,16:09.3,00:26,60,0,16:10.3,1661948170,-0.026244387,0.033903106,0.002022138,0.013198853,-0.302337646,-0.959609985,28.15264893,-71.57907104,-75.11108398,,,,,,,,
3,16:09.3,00:26,60,0,16:10.4,1661948170,-0.044851627,0.006253102,0.001839978,0.016555786,-0.307723999,-0.964355469,28.15264893,-71.57907104,-75.11108398,,,,,,,,
3,16:09.3,00:26,60,0,16:10.4,1661948170,-0.045353367,-0.015013571,0.005977998,0.022140503,-0.3125,-0.966537476,28.17881775,-71.71928406,-75.14785767,,,,,,,,
3,16:09.3,00:26,60,0,16:10.4,1661948170,-0.031117706,-0.017283117,0.003030145,0.024414063,-0.313934326,-0.966156006,28.0333252,-71.23094177,-75.0652771,,,,,,,,
3,16:09.3,00:26,60,0,16:10.4,1661948170,-0.019067701,-0.004346545,-0.003562511,0.020080566,-0.30960083,-0.964660645,28.17182922,-71.42913818,-75.15542603,,,,,,,,
3,16:09.3,00:26,60,0,16:10.4,1661948170,-0.016195482,0.000157925,-0.004334295,0.017684937,-0.304168701,-0.959716797,28.14080811,-71.35227966,-75.1366272,,,,,,,,
