SessionID,SessionDate,SessionDuration,SessionFrequency,RecordID,Timestamp,timeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,MagX,MagY,MagZ,WatchTimestamp,WatchtImeIntervalSince1970,WatchGyroX,WatchGyroY,WatchGyroZ,WatchAccX,WatchAccY,WatchAccZ
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.3580,1662552796.3582602,-0.002506300901873571,-0.0100627541788644,-0.008738896800986013,0.000274658203125,-0.0557708740234375,-1.0042877197265625,89.026123046875,-82.74459838867188,-72.20602416992188,2022-09-07 20:13:16.0930,1662552796.093123,-0.0032767567317932844,-0.0025790848303586245,-0.0009033391252160072,-0.14086875319480896,0.044225387275218964,-0.9682488441467285,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.3730,1662552796.373485,-0.0007392935186059965,-0.010926417320377099,-0.009657421060954342,0.000701904296875,-0.05462646484375,-1.0038909912109375,89.026123046875,-82.74459838867188,-72.20602416992188,2022-09-07 20:13:16.1490,1662552796.14905,0.0006205132231116295,-0.0012704075779765844,-0.0019275899976491928,-0.14123493432998657,0.044423747807741165,-0.9672722816467285,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.3900,1662552796.390005,-0.0023821975950758787,-0.010138920586040668,-0.005639509924351795,0.0010833740234375,-0.055938720703125,-1.003936767578125,89.1270751953125,-82.76597595214844,-71.67182922363281,2022-09-07 20:13:16.1490,1662552796.1490998,0.0010066716931760311,0.0020231239032000303,0.0003360435366630554,-0.14083817601203918,0.04483573138713837,-0.968813419342041,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.4060,1662552796.406461,-0.0013262542228594607,-0.007706122930253283,-0.010645187509264731,3.0517578125e-05,-0.0551605224609375,-1.0039215087890625,89.16529846191406,-83.02430725097656,-72.34974670410156,2022-09-07 20:13:16.1640,1662552796.164063,0.0010908273980021477,-0.0012967728544026613,0.0013931049033999443,-0.14004471898078918,0.04521719738841057,-0.9687981605529785,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.4240,1662552796.423935,-0.0004183826072514483,-0.011655324510731787,-0.009489908228388357,0.0004425048828125,-0.055908203125,-1.003936767578125,88.97381591796875,-83.09181213378906,-72.9610595703125,2022-09-07 20:13:16.1910,1662552796.191422,0.003134271129965782,0.0021514883264899254,0.000748087652027607,-0.13960222899913788,0.04234854131937027,-0.9661889672279358,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.4410,1662552796.440658,0.0005414206496131091,-0.008956210745936478,-0.006353769728711047,0.0003509521484375,-0.0552215576171875,-1.0036773681640625,88.96163940429688,-82.71485900878906,-73.19181823730469,2022-09-07 20:13:16.2210,1662552796.221096,-0.000713197747245431,0.0023858463391661644,0.000796823762357235,-0.141112819314003,0.044149067252874374,-0.9686151146888733,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.4570,1662552796.457155,-0.0041625207837938496,-0.01120445133818137,-0.008224640394491712,7.62939453125e-05,-0.055938720703125,-1.004119873046875,88.97602844238281,-82.89501953125,-72.37055969238281,2022-09-07 20:13:16.2510,1662552796.251121,-0.0028005833737552166,0.0037336722016334534,-0.000929596833884716,-0.1401057243347168,0.04433217644691467,-0.9682489037513733,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.4740,1662552796.473927,-0.0010876349891883609,-0.01011681634899301,-0.007742608237187369,0.000885009765625,-0.0549163818359375,-1.0036468505859375,88.97602844238281,-82.89501953125,-72.37055969238281,2022-09-07 20:13:16.2810,1662552796.281138,0.0011672601103782654,0.00032642390578985214,-0.0006743064150214195,-0.1414637565612793,0.04427113011479378,-0.968508243560791,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.4910,1662552796.490521,-0.0016341156448726206,-0.011113371228900661,-0.008930644399471718,0.0005950927734375,-0.0554656982421875,-1.0040740966796875,89.01693725585938,-82.90115356445312,-71.83903503417969,2022-09-07 20:13:16.3110,1662552796.310814,-0.0020828614942729473,0.0014247115468606353,-0.0011147931218147278,-0.1415705382823944,0.04576648026704788,-0.9681726098060608,
0,2022-09-07 20:13:16.2710,00:07,60,0,2022-09-07 20:13:16.5070,1662552796.507152,-0.004540157026367085,-0.011906993233744273,-0.008099471823257987,0.000396728515625,-0.0553131103515625,-1.003662109375,88.94978332519531,-82.75404357910156,-72.24679565429688,2022-09-07 20:13:16.3410,1662552796.3407059,0.002148368861526251,0.0011333618313074112,-0.0005520675331354141,-0.14045663177967072,0.04495775327086449,-0.9678826332092285,
